vlcode,village_name,Agroforestry_Tree_Plantation_15ha_seq_kg,Forestry_Afforestation_(_10ha_seq_kg,Green Belt_Village_Plantat_5ha_seq_kg,Soil Carbon_Organic_Farming_20ha_seq_kg
200001,Hasudi Ausanpur,11250,9000,4250,10000
